episode,title,summary,song_recommendation
EP68,禮物重量請低於十公斤,"何ㄟ英文開場
小有名氣之後 出門不能太邋遢
6:15這集業配沒給何ㄟ錢
7:39 交換禮物是都市男孩與女孩的故事？
10:21逞誠很少收禮物、壓歲錢也拿很少
平常獎勵也很少，久了知道魯小爸媽都沒用，要溝通才有效果
12:11誠爸教打掃，龍心大悅帶逞誠去買金剛戰士(恐龍戰隊)
但客氣的買了低一階的異色版本
15:34 講逞誠工廠舊家的結構
16:00 阿英問怎麼是黑色版的恐龍戰隊，誠:黑白比較便宜阿；最後就帶去換彩色版
20:25 逞誠小時候想買的都是電視遊樂器，但很貴不好意思開口，學會發很長的時間做好的事情才敢要求
23:41 何ㄟ:把拔買給我 (學小孩聲音)
24:32魯小成功派，才會有赤子之心；逞誠沒有魯小的選項，只有在玩的時候會魯
25:13 何ㄟ的魯小事蹟，國家機器候補生
被魯到每年都帶何ㄟ去日本玩，因為錢不夠又要工作
去店買、魯到去便當店備料
29:22 小孩時期何ㄟ經典的魯小事蹟，去夜市爆哭，隔天醒來就在房間，但玩幾次就丟旁邊，凹來的都會玩一下放旁邊
31:26 何爸用竹筷做的飛機，深受何ㄟ喜歡
33:34 準備最爛是隔年的主辦
35:35 家倫曾經交換禮物主題 跟自己工作相關的東西，有省電燈泡
自己很想買但沒買的主題，家倫買過庫洛魔法使魔法陣的地墊
38:49別出心裁心裁的3D列印水行俠三叉戢
39:52聖誕交換禮物指南
41:25防狼三叉戢 折斷會叫；會被搭訕公務人員的那種搭訕
萬用的是 香氛組、霸王龍套裝（充氣娃娃）、鈔票槍、同業名人買屌(43:49)、健身魔人館粉買壺鈴
家倫今年交換禮物主題：末日生活求生工具；何ㄟ會買無塵防護衣、逞誠送濾水組、GARMIN手錶
外國AV女優用口罩撿狗屎，再反過來戴
二月再揭曉 家倫準備的交換禮物
家倫再唸一次曹操的歌詞
56:30何ㄟ喜歡能沈澱自己的歌
一開始特別獻殷情
59:43 I should be so lucky ，緊拉 東西要掉去
",
EP69,你敢不敢,"喬電視天線的回憶
逞誠網路使用習慣 不會戰人 嗆你有懷念之前不用戴安全帽的時候嗎
閃哥鋪陳中  第一次知道閃哥的原因
家倫以不是用蘋果為榮
用4k電視看周星馳片不習慣 太清晰了
抗拒uber的時候 根本沒有坐計程車的錢跟需求
法白Roy信用卡達人 
課金都是誠爸繳費的 電信費扣款
何ㄟ：賺多少花多少
錦上添錦、井上雄彥
台虎精釀面試事件 友善同志 感覺被歧視;勇敢冒險的事情 跟家人出櫃
閃躲心法  都是片面之詞 我沒辦法知道真實的情形
被面試者發文者讓人討厭的地方是 下標題
官腔很重要  前外交官李大維 講出的就是很好範例
他不尊重你就是不尊重你 跟你是不是同性戀無關
逞誠小時候的小惡是 把旺仔小饅頭捏碎一顆
大脖症 大肚症 遇到不想回答的問題就說不要回答就好
敦南飯店辭退雙性人事件
家倫的最冒險犯難就是在不知女方意象時就逕自告白
在危險期算冒險犯難嗎
",
EP70,"「如其在上，如其在下」ft.唐綺陽	","業配棉豆腐，芝麻豆腐，起家折扣碼：wbliao
自我介紹，唐綺陽 aka 唐立淇，改名的原因。唐立淇是要補唐雅均的氣，好運有十年，是非很多，「立」是出頭鳥容易被打，不喜歡「綺」這個字，覺得太女性化。「季」是不錯，但「綺」會更瘦。
逞誠：對於各種命理學，我都是只想聽好聽的，所以我不相信。換名字真的會影響行為嗎？年輕的時候非常抗拒養生和變漂亮，之後覺得外表其實很重要。沒有腰身的時候才開始在乎腰。逞誠覺得人到了某個年紀就不需要運勢書了，有更明確或鞏固的人生目標。
唐：我們迎接的是對生命有懷疑的人，運勢書是某種高見，聽聽看無妨。我們就來聊天，沒有要強迫你接受我的觀念。如果都說好話，我會覺得只是在安慰我。
「預言」這件事無法驗證，所以也相對沒有規範，進入這個產業之後就發現很多投機的人，有公司會每天生產運勢，取決於在不在意自己這份工作。行業良莠不齊，唯有用長期投入和專注證明。
誠：外人如何判斷敬業與否？唐：我有在經營品牌，花時間靠近了解便能分辨。誠：占星要如何精進自己？唐：不斷觀察自己。白龍王很多都是回答：「你脾氣要先改。」
為什麼很多人容易被算命的騙？因為大家都太活在自己的難題裡。「你！是不是有金錢和愛情的煩惱？」「你！是不是要去吃飯？」放諸四海皆準的預言。很多人不瞭解這個行業就會用最低標準去衡量它，但是要做才知道。唐沒有上對下的感覺，而是「陪伴」
苦於自我推翻，射手座看長遠不看眼前，很容易跌倒。療癒的作用，不幫別人一對一看命盤，想要一對多的幫助人。
最討厭電視台的排行榜單元，預測一定會錯啊，好糗。
小時候不知道，其實人生什麼時候都可以開始。
唐看到蛇窩：「哇這裡好舒服」
粗心大意的射手座，支票、發票、客戶單，小時候都受低能的傷，滾樓梯、、擦傷。
這些東西無法從理論驗證，只能用一生去證明。占星師也會死ㄚ。至少了解你不是神棍。不覺得有天機，現代人都聰明，不需要我也能洞燭先機，天機在個人的心中。",
EP71,為和諧盡一份心力,"討論耳機線材抗突波 抗噪原因
IG 主 
喉輪 脈輪 
LV用牛皮做瑜珈墊之爭議
定孤支 起源 跟國中同學起衝突 被教官發現 雙輸 lose&lose 誤會起源是裝在便當吐口水
麥脆雞
何ㄟ學彌豆子 https://www.facebook.com/photo.php?fbid=198720498594024&set=p.198720498594024&type=3
高鐵暴怒阿伯 博愛座爭議 何ㄟ想用議長口氣嗆；家倫會站起來直接演昏倒 何ㄟ就會：齁~~~
出站定孤支 大人的定孤支從電影「心靈捕手」學到的
何ㄟ高中時期讓座吃過虧，孩子你病了嗎
台北市七彩U Vest 捷運禮儀  可以當柯文哲的幕僚 站務員變成椅子給人坐 
紅大於藍 政治上也是如此
U Mask 
新進公務員 心靜 何ㄟ：啊我怎麼又說出來了可惡啊",
EP72,神聖不可分割,"田方倫 呱吉 
KMT青年團拍了一個很反正我很閒風格相近的影片
好奇為什麼年輕人還要加入國民黨 或是買HTC的股票
想要我的財寶嗎  都在這藍海裡了 （國民黨內
反正我很閒已經成為風格 可被模仿;家倫認為創作風格不要亂改
提到伍佰雙面人專輯
棉豆腐 芝麻豆腐
朋友出國老婆訂雙床房  分床睡火起來
逞誠是對社會充滿信任的人
逞誠：如果人在低谷的時候，家人朋友都很支持你，對人就會有安全感。
但如果遇到好幾個朋友都因為家庭環境疏遠你，或是從來沒有被爸媽支持，就對人沒有什麼信賴感，會對物質比較依戀或安全感。
雖然說比較好運，遇到的人都對我很好，但人也要有點眼色，遇到合不來的人就要馬上斷捨離
逞誠少數會唱的英文歌 Oasis - Wonderwall       ",
EP73,何來惻隱之心,"Eneloop的英語/日語/台語唸法
小時候玩四驅車的回憶
各自的性啟蒙
何A鄰居小孩把傑尼龜忍者龜 胯下幹到破皮 因為家裡色情頻道沒鎖碼
家倫幼稚園時就會試圖自慰
幫四驅車取名亀の電/爆蝶/
教育小孩性知識",
EP74,本集黃標 ft.中指通,"＋10・加拾襪子
何融合先生
男女比6:4
運動跟電影相關頻道
中指通是藝術評論.收納術
上輩子殺錯人這輩子念中文
Youtuber邊緣人
PS5黃標
台南感謝祭
中指通被舅舅出賣
NYKD-54
中文系不好外顯
一劍浣腸
蒼井空 RIO 田中寧寧 明里紬
表情做作略嫌浮誇
中文系不是字典系
地攤虎面",
EP75,「人道、健康、科學、民主、愛國」,"開頭學何ㄟ
何ㄟ想要送藍牙耳機給他爸 因為不想聽到爸爸放出來的手機聲音
何ㄟ不是真的要顯卡
家倫 想刻在墓碑的 太空是人類最終的邊疆 （Star Trek星艦迷航記）
常看到穿NTU的大學踢
大學校訓 有愛國 像是國家級的情緒勒索
校訓刻 不要劈腿 飯後要刷牙etc.
親愛精誠 跟風林火山一樣 不動如誠
社訓 公司一樓有噴水池 尿尿小何 何水 
擺爛要講 擺爛就請 休可預知 奴性（只能直書）
日本企業文化 「報、商、聯」 報告（ほうこく），聯絡（れんらく），商談（そうだん）
如果是開大學 校訓是 自律 自知（人貴自知） 
交五個女友重點是說謊不是時間管理，如果相安無事 那應該是很會商量
多餘  心靈雞湯 體虛才要補
格言或校訓 是希望你人生有泛用性 不會永遠體虛  想業配健檢中心 
尿尿小何 流出來是
35歲可能會說 談戀愛就是要結婚不是找享受 先看存摺就好
現在就不會笑維骨力 因為現在會用
家倫嘲笑歸嘲笑 但知道雞湯有用
稍微提尼采
騎風櫃嘴的經歷 被路邊雞湯文激勵 勇腳不落地
你用生命趕路嗎  大肚與承德路的標題  真的有提醒作用 馬上減速
逞誠覺得呱吉幫他爸還債有鼓勵到自己
馬克吐溫 童年是創作者的存款 逞誠認為現在也要好好經歷，老年的時候中年也是他的存款
家倫 喜歡馬克吐溫的一句話  幽默的秘訣 不是歡樂而是悲傷;天堂沒有幽默
彭恰恰也都會自嘲自己曾經的自慰光碟 豬哥亮 跑路回來也會自嘲
家倫 喜歡 理查葉慈 十一種孤獨 內的格言「孤獨是當我們有機會 得到他人的了解 但那瞬間一閃即逝」; 葉問 「不是北方拳的問題 是你的問題」
逞誠 的人生格言 蘇軾 「逝者已矣，來者可追」; 提醒自己不要忘記來者可追
盡人事聽天命  誠倫都認為重點是盡人事 （做到力竭）
陳昇 的風箏 投射男女關係寫很好
沒有何ㄟ waaaaa",
EP76,一早起來等第三集上線，看了四十次還是不知道在紅啥,"小朋友才看鬼滅之刃 大人都看天竺鼠車車
佩佩豬
聽樂團聽久才會聽到bass聲音
偉偉小時候看 平成狸合戰（歡喜碰碰貍）但覺得沒有比魔法公主好
天竺鼠車車導演的之前黑暗作品 我的小羊
逞誠五歲就會煎荷包蛋
逞誠跟阿英一起看航空小英雄 之後就會跟弟弟妹妹討論卡通

39：45 跟何爸看與神同行
偉偉跟太太去看少年pi

何ㄟ看的是空中殺手，要想讀後感 但還沒看完被趕去睡覺，跟媽媽吵架
每年過年都看侏羅紀公園 逞誠本來都有機會看但都被叫去掃木麻黃
買資料夾都鐵粉
逞誠說不要放棄 不要賭 有耐心就能渡過不要走不熟悉的路、不要貪
掃木麻黃",
EP77,吉於分享,"做節目的原則 抱怨都是無聊的 除非是自嘲 自吹自擂也是無聊的 要引導別人來稱讚才是高端
何派的自吹自擂
稱讚的核心 是尊重對方 稱讚的在點上
吉於分享 就是吉於炫耀
何ㄟ聽人家炫耀不如聽念經 
炫耀是一種保護自己的機制(以免被看不起)
設錯目標
精修師 寫最重要的是隱惡揚善
附中制服日 家倫變成猴王
投重點是得到面試機會
寫 面試是越了解自己的過程
中國幹片就是喜歡拍逆轉勝",
EP78,Welcome To Japan ft.Chen YI Che,"日本雪場當巡山護衛隊 一開始是當滑雪學校櫃台  被說沒有熱忱
不要輕忽，也不要獵巫
輕摔卻沒戴安全帽的滑雪客 受重傷休養了半年",
EP79,每天都過一樣要怎麼寫日記,"談大學指考作文題目 如果我有一台新冰箱
「冰箱是拿來放可能會壞掉的東西，妹妹開始亂塞東西進去冰箱，娃娃、玩具⋯⋯全家人的合照」這邊我真的要哭出來，後面媽媽問妹妹為什麼，講出：「最近爸爸跟隔壁阿姨走很近。」
4320 香檳葡萄冰淇淋
大學學妹挖到的逞誠舊文",
EP80,最近有什麼打算阿,"唱歌
過年
逞誠媽媽阿英的問題
生氣燃點低
Supermarket 的魚
有錢的姨丈
新北的榮耀
酸言酸語的親戚要看醫生
加侖家喝掛
逞誠最近喝酒
今天真的很開心
人獸共存
肉羹店 賺很多錢買房子  
年輕人買房
敦化南路蓋大樓
逞誠讀建築系
如何應付雞掰親戚
200萬當生活費
理想的親戚互動
不知人間疾苦的親戚
家倫姪子 vs 家倫叔叔 vs 阿北",
EP81,裝模作YOUNG ,"談去輔大影像傳播系上高中生營隊課程  趁早把蛋糕做大 才能慢慢分享給聽眾 
其中一個問題是「我男友跟他的男性友人都一起聽台通，我該擔心什麼？」，預設 就是該擔心
張信哲 過火 或割愛 推測發問的女性喜歡何ㄟ  突然想到糞電影神探兩個半？ 男朋友難道是看不起他覺得他不懂 還有一種可能性 男生不是擁何派
家倫不認為侏羅紀公園第二集最好看 一句話惹怒看完電影的家倫
說不定男友的朋友是擁何派？ 何中之何 天作之何 你是本格派還是擁何派
Club House 情侶

北投溫泉換個場景 wabisabi侘寂
查克拉集中 螺旋丸
兩張單人床
隔壁在忍界大戰 叫很大聲
何ㄟ學叫春
Clubhouse 台灣人做不出來？
關於負評
55:00 何ㄟ模仿婚禮主持人千萬要幸福、這對新人在哪邊置產
何ㄟ喜歡加侖學長模仿
營隊的歌 叮噹貓
第一支舞",
EP82,"全新資料夾 ft.采翎、東燁
裝模作YOUNG","第一次有兩位來賓，所以麥克風還找了一下
HPV 
偷拿呱吉音樂 （新資料夾開頭音樂）
高中生問呱吉排名超過台通
可以講處女秀嗎 處男秀 他她牠
東燁有來錄音過
東燁的爸爸吳益政
閃哥怕被罵
東燁覺得自己是1450 反韓大遊行還拿大聲公罵韓國瑜  但發現被洗「白」是這麼容易
東燁跟采翎的位置
采翎是波波？！去波蘭交換學生
采翎怎樣都要上政大
唸土耳其系去土耳其唸國語系
土耳其冰淇淋
找吳鳳來？
呱吉學歷歧視
Joeman跟呱吉很猛 因為同期的創作者滿多不紅了
妹跟呱吉
偉偉看到新聞報 外送員被刀子捅 很不爽但隔天 結果發現是外送師先拿BB槍
講新聞不能搶快
幽默的秘訣
YouTube的言論審查
來賓招商業配
吳鳳接軌
采翎應徵企劃
阿布達比大學
划獨木舟到南極
逞誠跟采翎很在意批評
東燁到呱辦 因為是實習計畫
比較無法早起
邱威傑跟親民黨 有相近的理念 都選高學歷
社群是⋯
開挖牆角
裝
家倫選為什麼選建築系跟戲劇系
沈玉琳做愛
沈玉琳跟潘洛迪上康熙 坐到咖哩便當
采翎跟東燁工作上最痛苦的是？
社群工具書
采翎身高",
EP83,交換禮物是吊床,"為了大眾 當閃哥
猴王的由來從哪來 因為根本就沒有由來 事務所的豪哥也來問是哪集
解釋哪時候會用猴子泛指對某些事情有狂熱的人 車猴子 覺得車最屌 沒有要跟別人溝通（年輕一點才會這樣想）
何ㄟ的猴子切身之痛 在日本被猴子搶走最大盒伴手禮 氣到發抖
有情感依歸才比較好猴
家倫朋友閃招 直接用騙的 問你賺多少 就說三十萬 再嗆 阿你小孩賺多少
粉絲推薦說性冷感，因為長輩很避談性
想重溫的電影 家倫聖誕夜重看電影的心情限定一個人 何ㄟ陳可辛的甜蜜蜜 去年sepheing 前年攻殼機動隊 大前年千鈞一髮（跟韓璟有提到）
覺得瘋狂麥斯 超讚
天能沒有重看的興致  分析天能就跟 如果要把所有東西搞懂跟刮刮樂把全部刮乾淨一樣的意思
逞誠沒中刮刮樂才會把全部刮完 因為心情不好
阿佑大學朋友的問題 因為小誤會在研究所時期鬧翻  因為聽台通聽到阿佑 就重新聯絡上了 隔了十幾年在蛇窩重逢
「去年回顧」
逞誠因為多了觀察 而開始閃哥 有同理心 會多一點想知道的心不會直接嗆人
家倫開始多一點自信
自信就是打手槍？ 不同位子有不同差別
何ㄟ自認是創作者嗎？ 最近才發現自己是怪人 
何ㄟ的自創歌都很多致敬的成分，一天應該可以搞出一張專輯
何式溫柔
聽眾有一位一中猴王 
聽眾很多小天才 例如抽獎的大吉大利
人生起起何何
附中校訓那集  不是找最瘦的  是找罪受
蕭亞軒 
英超利物浦的隊歌 You'll Never Walk Alone
把何ㄟ當成工具音效
陳可辛的甜蜜蜜",
